name,status,family1,family2,family3
Doko-Uyanga,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Northern Uzbek,safe,Turkic,Common Turkic,Turkestan Turkic
Southern Uzbek,safe,Turkic,Common Turkic,Turkestan Turkic
Vaagri Booli,safe,Indo-European,Indo-Iranian,Indo-Aryan
Vale,safe,Central Sudanic,Sara-Bongo-Bagirmi,SBB Occidental
Vafsi,vulnerable,Indo-European,Indo-Iranian,Iranian
Vagla,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Varhadi-Nagpuri,safe,Indo-European,Indo-Iranian,Indo-Aryan
Vai,safe,Mande,Western Mande,Manding-Kpelle
Northern Ju,safe,Kxa,Ju-Kung,-
Vehes,severely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Vanimo,vulnerable,Sko,Skou-Serra-Piore,Nuclear Skou-Serra-Piore
Walman,severely endangered,Nuclear Torricelli,West Palai,-
Vao,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Vaiphei,vulnerable,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Huarijio,definitely endangered,Uto-Aztecan,Southern Uto-Aztecan,Tarahumara-Guarijio
Vasavi,safe,Indo-European,Indo-Iranian,Indo-Aryan
Vanuma,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Varli,safe,Indo-European,Indo-Iranian,Indo-Aryan
Wayu,definitely endangered,Sino-Tibetan,Himalayish,Mahakiranti
Southeast Babar,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Venetian,vulnerable,Indo-European,Italic,Latino-Faliscan
Veddah,extinct,Indo-European,Indo-Iranian,Indo-Aryan
Veluws,vulnerable,Indo-European,Germanic,Northwest Germanic
Vemgo-Mabas,safe,Afro-Asiatic,Chadic,Biu-Mandara
Venda,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Ventureño,extinct,Chumashan,Southern Chumashan,Central Chumashan
Veps,severely endangered,Uralic,Finnic,Coastal Finnic
Mom Jango,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Vaghri,safe,Indo-European,Indo-Iranian,Indo-Aryan
Vlaamse Gebarentaal,definitely endangered,Sign Language,Deaf Sign Language,LSFic
Virgin Islands Creole English,safe,Indo-European,Germanic,Northwest Germanic
Vidunda,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Vietnamese,safe,Austroasiatic,Vietic,Viet-Muong
Vili,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Viemo,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Vilela,extinct,Unknown,-,-
Vinza,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Vishavan,definitely endangered,Dravidian,South Dravidian,South Dravidian I
Viti,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Iduna,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Kariyarra,critically endangered,Pama-Nyungan,South-West Pama-Nyungan,Pilbara
Ija-Zuba,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Kujarge,definitely endangered,Unknown,-,-
Kaur,safe,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Kulisusu,safe,Austronesian,Malayo-Polynesian,Celebic
Kamakan,extinct,Kamakanan,Nuclear Kamakanan,-
Kodeoha,definitely endangered,Austronesian,Malayo-Polynesian,Celebic
Korlai Portuguese,safe,Indo-European,Italic,Latino-Faliscan
Tenggarong Kutai Malay,safe,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Kurrama,critically endangered,Pama-Nyungan,South-West Pama-Nyungan,Pilbara
Valpei,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Vlaams,vulnerable,Indo-European,Germanic,Northwest Germanic
Martuthunira,critically endangered,Pama-Nyungan,South-West Pama-Nyungan,Pilbara
Mbabaram,extinct,Pama-Nyungan,Paman,Finasleigh Pama
Juxtlahuaca Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Mudu Koraga,definitely endangered,Dravidian,South Dravidian,South Dravidian I
East Masela,severely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mainfränkisch,vulnerable,Indo-European,Germanic,Northwest Germanic
Minigir,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Maraghei,definitely endangered,Indo-European,Indo-Iranian,Iranian
Miwa,extinct,Worrorran,Northern Worrorran,Forrest River
Ixtayutla Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Makhuwa-Shirima,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Malgana,extinct,Pama-Nyungan,South-West Pama-Nyungan,Kartu-Nhanda
Mitlatongo Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Soyaltepec Mazatec,vulnerable,Otomanguean,Eastern Otomanguean,Popoloca-Zapotecan
Soyaltepec Mixtec,definitely endangered,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Marenje,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Moksela,extinct,Unattested,-,-
Muluridyi,critically endangered,Pama-Nyungan,Yimidhirr-Yalanji-Yidinic,Yalandyic
Valley Maidu,extinct,Maiduan,-,-
Makhuwa,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Tamazola Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Ayautla Mazatec,vulnerable,Otomanguean,Eastern Otomanguean,Popoloca-Zapotecan
Mazatlán Mazatec,vulnerable,Otomanguean,Eastern Otomanguean,Popoloca-Zapotecan
Lovono,critically endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Neve'ei,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Vunapu,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Voro,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Votic,critically endangered,Uralic,Finnic,Coastal Finnic
Vera'a,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
South Estonian,vulnerable,Uralic,Finnic,-
Varisi,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Burmbar,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Moldova Sign Language,safe,Sign Language,Deaf Sign Language,Russian Sign
Venezuelan Sign Language,safe,Sign Language,Deaf Sign Language,Spanish Sign
Vumbu,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Vunjo,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Vute,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Ximeng-Menglian Awa,vulnerable,Austroasiatic,Khasi-Palaung,Palaungic
Northeast Sahaptin,critically endangered,Sahaptian,Sahaptin,Northern Sahaptin
Wab,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wasco-Wishram,extinct,Chinookan,Upper Chinookan,-
Wandamen,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Walser,vulnerable,Indo-European,Germanic,Northwest Germanic
Wakoná,extinct,Unattested,-,-
Wa'ema,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Watubela,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wares,definitely endangered,Unattested,Tor-Orya (Unattested),-
Waffa,safe,Nuclear Trans New Guinea,Kainantu-Goroka,Kainantu
Wolaytta,safe,Ta-Ne-Omotic,Ometo,North-West Ometo
Wampanoag,extinct,Algic,Algonquian,Eastern Algonquian
Wan,safe,Mande,Eastern Mande,Southeastern Mande
Wappo,extinct,Yuki-Wappo,-,-
Wapishana,vulnerable,Arawakan,Northern Maipuran,Negro-Roraima
Wageman,severely endangered,Unknown,-,-
Waray (Philippines),safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Washo,severely endangered,Unknown,-,-
Kaninuwa,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Waurá,definitely endangered,Arawakan,Central Maipuran,Xinguan Arawak
Waka,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Waiwai,definitely endangered,Cariban,Parukotoan,Waiwaian
Watam,definitely endangered,Lower Sepik-Ramu,Ramu,Lower Ramu
Wayana,definitely endangered,Cariban,Guianan,Wayanaic
Wampur,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Warao,vulnerable,Unknown,-,-
Wabo,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Waritai,definitely endangered,Lakes Plain,Tariku,East Tariku
Wara,definitely endangered,Atlantic-Congo,Volta-Congo,North Volta-Congo
Wanda,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Vwanji,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Alagwa,definitely endangered,Afro-Asiatic,Cushitic,South Cushitic
Waigali,definitely endangered,Indo-European,Indo-Iranian,Nuristani
Wakhi,vulnerable,Indo-European,Indo-Iranian,Iranian
Zhenkang Wa,safe,Austroasiatic,Khasi-Palaung,Palaungic
Warlpiri,definitely endangered,Pama-Nyungan,Desert Nyungic,Ngumpin-Yapa
Waddar,safe,Dravidian,South Dravidian,South Dravidian II
Wagdi,safe,Indo-European,Indo-Iranian,Indo-Aryan
Wanman,severely endangered,Pama-Nyungan,Desert Nyungic,Wati
Wajarri,severely endangered,Pama-Nyungan,South-West Pama-Nyungan,Kartu-Nhanda
Woi,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Yanomámi,definitely endangered,Yanomamic,Ninam-Yanomam-Yaroame,Yanomam-Yaroame
Waci Gbe,safe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Wandji,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Wadaginam,safe,Nuclear Trans New Guinea,Madang,Kalamic-South Adelbert
Wadjiginy,severely endangered,Unknown,-,-
Wadjigu,critically endangered,Pama-Nyungan,Greater Maric,Guwa-Maric
Wewaw,extinct,Sino-Tibetan,Karenic,Southern Karen
Wè Western,safe,Atlantic-Congo,Volta-Congo,Kru
Wedau,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Weh,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Were,safe,Anim,Tirio,Nuclear Tirio
Weme Gbe,safe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Wemale,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Westphalien,vulnerable,Indo-European,Germanic,Northwest Germanic
Weri,safe,Goilalan,Weric,-
Cameroon Pidgin,safe,Indo-European,Germanic,Northwest Germanic
Perai,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wewewa,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Yafi,definitely endangered,Pauwasi,Eastern Pauwasi,-
Wagaya,severely endangered,Pama-Nyungan,Ngarna,Southern Ngarna
Wagawaga,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wangganguru,critically endangered,Pama-Nyungan,Karnic,Palku
Wahgi,safe,Nuclear Trans New Guinea,Chimbu-Wahgi,Wahgic
Waigeo,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wirangu,extinct,Pama-Nyungan,Arandic-Thura-Yura,Thura-Yura
Warrgamay,critically endangered,Pama-Nyungan,-,-
Manusela,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
North Wahgi,safe,Nuclear Trans New Guinea,Chimbu-Wahgi,Wahgic
Eastern Lowland Kenyah,definitely endangered,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Southern Toussian,vulnerable,Atlantic-Congo,Volta-Congo,North Volta-Congo
Wichita,extinct,Caddoan,Northern Caddoan,-
Wik-Epa,critically endangered,Pama-Nyungan,Paman,Compromise Middle Pama
Wik-Keyangan,critically endangered,Unattested,Pama-Nyungan (Unattested),-
Wik-Ngathana,definitely endangered,Pama-Nyungan,Paman,Compromise Middle Pama
Wik-Me'anha,severely endangered,Pama-Nyungan,Paman,Compromise Middle Pama
Minidien,critically endangered,Nuclear Torricelli,-,-
Wik-Iiyanh,severely endangered,Pama-Nyungan,Paman,Compromise Middle Pama
Wikalkan,severely endangered,Pama-Nyungan,Paman,Compromise Middle Pama
Wilawila,critically endangered,Worrorran,Northern Worrorran,-
Wik-Mungkan,definitely endangered,Pama-Nyungan,Paman,Compromise Middle Pama
Ho-Chunk,definitely endangered,Siouan,Core Siouan,Mississippi Valley
Wiraféd,vulnerable,Tupian,Maweti-Guarani,Aweti-Guarani
Wintu,extinct,Wintuan,-,-
Wiru,vulnerable,Unknown,-,-
Muduapa,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wiyot,extinct,Algic,-,-
Waja,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Warji,vulnerable,Afro-Asiatic,Chadic,West Chadic
Kw'adza,extinct,Afro-Asiatic,Cushitic,South Cushitic
Wakde,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wakawaka,critically endangered,Pama-Nyungan,Southeastern Pama-Nyungan,North Coast Pama-Nyungan
Walio,definitely endangered,Walioic,Pai-Sinen-Walio,-
Mwali Comorian,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Wolane,safe,Afro-Asiatic,Semitic,West Semitic
Kunbarlang,severely endangered,Gunwinyguan,Marne,-
Waioli,safe,North Halmahera,Northern North Halmahera,Sahuan
Wailaki,extinct,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
Wali (Sudan),definitely endangered,Nubian,West-Central Nubian,Central Nubian
Walloon,definitely endangered,Indo-European,Italic,Latino-Faliscan
Wolio,vulnerable,Austronesian,Malayo-Polynesian,Celebic
Ale,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
East Uvean,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wuliwuli,extinct,Pama-Nyungan,Southeastern Pama-Nyungan,North Coast Pama-Nyungan
Wichí Lhamtés Vejoz,vulnerable,Matacoan,Mataguayo II,Wichi
Walak,safe,Nuclear Trans New Guinea,Dani,Central Dani
Wali (Ghana),safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Waling,extinct,Sino-Tibetan,Himalayish,Mahakiranti
Mawa (Nigeria),extinct,Unattested,-,-
Wambayan,critically endangered,Mirndi,Ngurlun,-
Wamas,definitely endangered,Nuclear Trans New Guinea,Madang,Croisilles
Mamaindé,definitely endangered,Nambiquaran,Nambikwara Complex,Northern Nambiquaran
Wambule,vulnerable,Sino-Tibetan,Himalayish,Mahakiranti
Waima'a,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wamin,critically endangered,Pama-Nyungan,Paman,Finasleigh Pama
Maiwa (Indonesia),safe,Austronesian,Malayo-Polynesian,South Sulawesi
Waamwang,extinct,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wom (Papua New Guinea),definitely endangered,Nuclear Torricelli,-,-
Wambon,safe,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
Walmajarri,definitely endangered,Pama-Nyungan,Desert Nyungic,Ngumpin-Yapa
Mwani,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Womo-Sumararu,safe,Sko,Skou-Serra-Piore,Serra Hills
Wanambre,safe,Nuclear Trans New Guinea,Madang,Croisilles
Wantoat,definitely endangered,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged
Wandarang,extinct,Mangarrayi-Maran,Maran,-
Waneci,safe,Indo-European,Indo-Iranian,Iranian
Wanggom,safe,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
Ndzwani Comorian,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Wanukaka,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wanggamala,critically endangered,Pama-Nyungan,Karnic,Palku
Wano,definitely endangered,Nuclear Trans New Guinea,Dani,-
Wanap,definitely endangered,Nuclear Torricelli,-,-
Usan,safe,Nuclear Trans New Guinea,Madang,Croisilles
Nuclear Wintu,extinct,Wintuan,Wintu,-
Wanyi,critically endangered,Garrwan,-,-
Tyaraity,severely endangered,Northern Daly,-,-
Wobe-Wè Northern,safe,Atlantic-Congo,Volta-Congo,Kru
Wogeo,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wolani,safe,Nuclear Trans New Guinea,Paniai Lakes,-
Woleaian,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Gambian Wolof,safe,Atlantic-Congo,North-Central Atlantic,North Atlantic
Wogamusin,definitely endangered,Sepik,Iwam-Wogamus,Wogamusin-Chenapian
Kamang,definitely endangered,Timor-Alor-Pantar,Alor-Pantar,Alor
Longto,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Wolof,safe,Atlantic-Congo,North-Central Atlantic,North Atlantic
Wom (Nigeria),safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Wongo,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Manombai,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Woria,critically endangered,Geelvink Bay,-,-
Hanga Hundi,vulnerable,Ndu,Nuclear Ndu,Ambulas-Hanga-Hundi
Wawonii,safe,Austronesian,Malayo-Polynesian,Celebic
Weyto,extinct,Unattested,-,-
Maco,vulnerable,Jodi-Saliban,Saliban,Maco-Piaroa
Warapu,definitely endangered,Sko,Skou-Serra-Piore,-
Warluwara,critically endangered,Pama-Nyungan,Ngarna,Southern Ngarna
Warrongo,extinct,Pama-Nyungan,Greater Maric,Guwa-Maric
Wiradhuri,critically endangered,Pama-Nyungan,Southeastern Pama-Nyungan,Wiradhuric
Wariyangga,extinct,Pama-Nyungan,South-West Pama-Nyungan,Pilbara
Garrwa,severely endangered,Garrwan,-,-
Warlmanpa,severely endangered,Pama-Nyungan,Desert Nyungic,Ngumpin-Yapa
Warumungu,severely endangered,Pama-Nyungan,Desert Nyungic,-
Warnang,definitely endangered,Heibanic,Eastern Heibanic,-
Worrorra,extinct,Worrorran,Western Worrorran,-
Waropen,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wardaman,severely endangered,Yangmanic,-,-
Waris,definitely endangered,Border,Warisic,Nuclear Warisic
Waru,definitely endangered,Austronesian,Malayo-Polynesian,Celebic
Waruna,safe,Suki-Gogodala,Gogodalic,Ari-Waruna
Roth's Gugu Warra,extinct,Pama-Nyungan,Unclassified Pama-Nyungan,-
Kolor,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Merwari,safe,Indo-European,Indo-Iranian,Indo-Aryan
Warray,critically endangered,Gunwinyguan,Western Gunwinyguan,Warrayic
Warembori,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Kula (Vanuatu),definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Waskia,safe,Nuclear Trans New Guinea,Madang,Unclassified Madang
Oweina,safe,Nuclear Trans New Guinea,Kainantu-Goroka,Kainantu
Wasa,safe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Wasu,extinct,Unattested,-,-
Wotapuri-Katarqalai,extinct,Indo-European,Indo-Iranian,Indo-Aryan
Dumpu,safe,Nuclear Trans New Guinea,Madang,Rai Coast
Wathawurrung,extinct,Pama-Nyungan,Southeastern Pama-Nyungan,Victorian Pama-Nyungan
Berta,definitely endangered,Unknown,-,-
Watakataui,definitely endangered,Sepik,Sepik Hill,Central Sepik Hill
Mewati,safe,Indo-European,Indo-Iranian,Indo-Aryan
Wotu,definitely endangered,Austronesian,Malayo-Polynesian,Celebic
Wikngenchera,severely endangered,Pama-Nyungan,Paman,Compromise Middle Pama
Wunambal,severely endangered,Worrorran,Northern Worrorran,-
Wudu,safe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Wutunhua,definitely endangered,Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic
Silimo,safe,Nuclear Trans New Guinea,Dani,Ngalik-Nduga
Wumbvu,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bungu,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Wurrugu,critically endangered,Marrku-Wurrugu,-,-
Wutung,definitely endangered,Sko,Skou-Serra-Piore,Nuclear Skou-Serra-Piore
Wu Chinese,safe,Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic
Wuvulu-Aua,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wulna,critically endangered,Limilngan-Wulna,-,-
Wauyai,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Waama,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Dorig,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Warrwa,critically endangered,Nyulnyulan,Eastern Nyulnyulan,Nyikinic
Wawa,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Waxianghua,vulnerable,Sino-Tibetan,Sinitic,-
Wyandot,critically endangered,Iroquoian,Northern Iroquoian,-
Ngiyambaa,critically endangered,Pama-Nyungan,Southeastern Pama-Nyungan,Wiradhuric
Woiwurrung,extinct,Pama-Nyungan,Southeastern Pama-Nyungan,Victorian Pama-Nyungan
Wymysorys,severely endangered,Indo-European,Germanic,Northwest Germanic
Wayoró,critically endangered,Tupian,Tuparic,Nuclear Tuparic
Western Fijian,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Sambe,critically endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Kachari,definitely endangered,Sino-Tibetan,Brahmaputran,Bodo-Garo
Kaimbé,extinct,Unclassifiable,-,-
Oirad-Kalmyk,definitely endangered,Mongolic,Eastern Mongolic,Oirat-Khalkha
/Xam,extinct,Tuu,!Kwi,-
Xamtanga,safe,Afro-Asiatic,Cushitic,Agaw
Karami,extinct,Unknown,-,-
Kamas-Koibal,extinct,Uralic,Samoyedic,Kamas-Selkup
Katawixi,extinct,Katukinan,-,-
Kauwera,safe,Greater Kwerba,Kwerba-Samarokena,Kwerbaic
Xavánte,vulnerable,Nuclear-Macro-Je,Je,Je Central
Kawaiisu,critically endangered,Uto-Aztecan,Northern Uto-Aztecan,Numic
Kayan Mahakam,safe,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Bigambal,extinct,Pama-Nyungan,East Queensland Border Pama Nyungan,Yugambalic
Bunganditj,extinct,Pama-Nyungan,Southeastern Pama-Nyungan,Victorian Pama-Nyungan
Kombio,definitely endangered,Nuclear Torricelli,Kombio-Arapesh-Urat,Kombio-Yambes
Kambera,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Kambiwá,extinct,Unclassifiable,-,-
Hawkesbury,extinct,Pama-Nyungan,Southeastern Pama-Nyungan,New South Wales Pama-Nyungan
Sydney,extinct,Pama-Nyungan,Southeastern Pama-Nyungan,New South Wales Pama-Nyungan
Malayic Dayak,safe,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Hdi,safe,Afro-Asiatic,Chadic,Biu-Mandara
//Xegwi,extinct,Tuu,!Kwi,-
Kelo,definitely endangered,Eastern Jebel,Aka-Kelo-Molo,-
